cellId*Ganzzahl	entrezId*Ganzzahl	expressionValue*Zahl
216	11854	2.0
216	11855	5.0
216	11856	3.0
216	11857	4.0
216	11858	2.0
216	11859	2.0
216	11861	4.0
216	11863	4.0
216	11933	3.0
217	11287	4.0
217	11298	2.0
217	11302	2.0
217	11303	4.0
217	11304	3.0
217	11305	2.0
217	11306	4.0
217	11307	3.0
217	11308	2.0
217	11350	2.0
217	11548	8.0
217	11549	8.0
217	11550	8.0
217	11551	8.0
217	11552	8.0
217	11553	8.0
217	11554	8.0
217	11555	8.0
217	11556	8.0
217	11564	8.0
217	11565	8.0
217	11566	8.0
217	11567	8.0
217	11568	8.0
217	11569	8.0
217	11571	8.0
217	11572	8.0
217	11576	8.0
217	11592	8.0
217	11593	8.0
217	11595	8.0
217	11596	8.0
217	11600	8.0
217	11601	8.0
217	11602	8.0
217	11603	8.0
217	11604	8.0
217	11605	8.0
217	11606	8.0
217	11607	8.0
217	11608	8.0
217	11609	8.0
217	11610	8.0
217	11611	8.0
217	11614	8.0
217	11615	8.0
217	11622	8.0
217	11624	8.0
217	11625	8.0
217	11628	8.0
217	11629	8.0
217	11630	8.0
217	11632	8.0
217	11634	8.0
217	11636	8.0
217	11637	8.0
217	11639	8.0
217	11640	8.0
217	11641	8.0
217	11642	8.0
217	11643	8.0
217	11647	8.0
217	11648	8.0
217	11650	8.0
217	11651	8.0
217	11652	8.0
217	11655	8.0
217	11656	8.0
217	11657	8.0
217	11658	8.0
217	11666	8.0
217	11668	8.0
217	11669	8.0
217	11670	8.0
217	11671	8.0
217	11674	8.0
217	11676	8.0
217	11677	8.0
217	11682	8.0
217	11684	8.0
217	11685	8.0
217	11686	8.0
217	11687	8.0
217	11688	8.0
217	11689	8.0
217	11690	8.0
217	11691	8.0
217	11692	8.0
217	11694	8.0
217	11695	8.0
217	11697	8.0
217	11698	8.0
217	11699	8.0
217	11700	8.0
217	11701	8.0
217	11702	8.0
217	11704	8.0
217	11705	8.0
217	11717	8.0
217	11720	8.0
217	11722	8.0
217	11727	8.0
217	11728	8.0
217	11730	8.0
217	11731	8.0
217	11732	8.0
217	11733	8.0
217	11735	8.0
217	11736	8.0
217	11737	8.0
217	11739	8.0
217	11852	2.0
217	11853	3.0
217	11854	5.0
217	11855	5.0
217	11856	4.0
217	11857	2.0
217	11858	5.0
217	11859	4.0
217	11861	3.0
217	11863	2.0
217	11933	5.0
218	11287	2.0
218	11298	4.0
218	11302	3.0
218	11303	5.0
218	11304	5.0
218	11305	5.0
218	11306	2.0
218	11307	3.0
218	11308	2.0
218	11350	2.0
218	11739	8.0
218	11740	8.0
218	11743	8.0
218	11744	8.0
218	11745	8.0
218	11746	8.0
218	11747	8.0
218	11749	8.0
218	11750	8.0
218	11752	8.0
218	11753	8.0
218	11754	8.0
218	11757	8.0
218	11758	8.0
218	11761	8.0
218	11763	8.0
218	11764	8.0
218	11765	8.0
218	11766	8.0
218	11767	8.0
218	11768	8.0
218	11769	8.0
218	11770	8.0
218	11771	8.0
218	11772	8.0
218	11773	8.0
218	11774	8.0
218	11775	8.0
218	11776	8.0
218	11777	8.0
218	11778	8.0
218	11781	8.0
218	11782	8.0
218	11783	8.0
218	11784	8.0
218	11785	8.0
218	11787	8.0
218	11789	8.0
218	11790	8.0
218	11792	8.0
218	11793	8.0
218	11796	8.0
218	11797	8.0
218	11798	8.0
218	11799	8.0
218	11800	8.0
218	11801	8.0
218	11803	8.0
218	11804	8.0
218	11806	8.0
218	11807	8.0
218	11808	8.0
218	11810	8.0
218	11811	8.0
218	11812	8.0
218	11813	8.0
218	11814	8.0
218	11815	8.0
218	11816	8.0
218	11818	8.0
218	11819	8.0
218	11820	8.0
218	11821	8.0
218	11826	8.0
218	11827	8.0
218	11828	8.0
218	11829	8.0
218	11830	8.0
218	11831	8.0
218	11832	8.0
218	11833	8.0
218	11834	8.0
218	11835	8.0
218	11836	8.0
218	11837	8.0
218	11838	8.0
218	11839	8.0
218	11840	8.0
218	11841	8.0
218	11842	8.0
218	11843	8.0
218	11844	8.0
218	11845	8.0
218	11846	8.0
218	11847	8.0
218	11848	8.0
218	11849	8.0
218	11850	8.0
218	11851	8.0
218	11852	5.0
218	11853	2.0
218	11854	4.0
218	11855	4.0
218	11856	2.0
218	11857	4.0
218	11858	5.0
218	11859	5.0
218	11861	2.0
218	11863	4.0
218	11933	3.0
219	11287	2.0
219	11298	4.0
219	11302	4.0
219	11303	4.0
219	11304	2.0
219	11305	2.0
219	11306	5.0
219	11307	3.0
219	11308	3.0
219	11350	3.0
219	11352	8.0
219	11354	8.0
219	11358	8.0
219	11363	8.0
219	11364	8.0
219	11370	8.0
219	11409	8.0
219	11416	8.0
219	11418	8.0
219	11419	8.0
219	11421	8.0
219	11423	8.0
219	11425	8.0
219	11426	8.0
219	11428	8.0
219	11429	8.0
219	11430	8.0
219	11431	8.0
219	11432	8.0
219	11433	8.0
219	11434	8.0
219	11435	8.0
219	11438	8.0
219	11440	8.0
219	11441	8.0
219	11443	8.0
219	11444	8.0
219	11447	8.0
219	11448	8.0
219	11449	8.0
219	11450	8.0
219	11451	8.0
219	11452	8.0
219	11459	8.0
219	11461	8.0
219	11464	8.0
219	11465	8.0
219	11468	8.0
219	11470	8.0
219	11471	8.0
219	11472	8.0
219	11474	8.0
219	11475	8.0
219	11477	8.0
219	11479	8.0
219	11480	8.0
219	11481	8.0
219	11482	8.0
219	11484	8.0
219	11486	8.0
219	11487	8.0
219	11488	8.0
219	11489	8.0
219	11490	8.0
219	11491	8.0
219	11492	8.0
219	11495	8.0
219	11496	8.0
219	11497	8.0
219	11498	8.0
219	11499	8.0
219	11500	8.0
219	11501	8.0
219	11502	8.0
219	11504	8.0
219	11512	8.0
219	11513	8.0
219	11514	8.0
219	11515	8.0
219	11516	8.0
219	11517	8.0
219	11518	8.0
219	11519	8.0
219	11520	8.0
219	11522	8.0
219	11529	8.0
219	11532	8.0
219	11533	8.0
219	11534	8.0
219	11535	8.0
219	11536	8.0
219	11537	8.0
219	11538	8.0
219	11539	8.0
219	11540	8.0
219	11541	8.0
219	11542	8.0
219	11544	8.0
219	11545	8.0
219	11546	8.0
219	11548	8.0
219	11852	3.0
219	11853	3.0
219	11854	4.0
219	11855	4.0
219	11856	3.0
219	11857	4.0
219	11858	4.0
219	11859	3.0
219	11861	3.0
219	11863	3.0
219	11933	5.0
220	11287	2.0
220	11298	5.0
220	11302	2.0
220	11303	2.0
220	11304	2.0
220	11305	2.0
220	11306	3.0
220	11307	3.0
220	11308	5.0
220	11350	5.0
220	11548	8.0
220	11549	8.0
220	11550	8.0
220	11551	8.0
220	11552	8.0
220	11553	8.0
220	11554	8.0
220	11555	8.0
220	11556	8.0
220	11564	8.0
220	11565	8.0
220	11566	8.0
220	11567	8.0
220	11568	8.0
220	11569	8.0
220	11571	8.0
220	11572	8.0
220	11576	8.0
220	11592	8.0
220	11593	8.0
220	11595	8.0
220	11596	8.0
220	11600	8.0
220	11601	8.0
220	11602	8.0
220	11603	8.0
220	11604	8.0
220	11605	8.0
220	11606	8.0
220	11607	8.0
220	11608	8.0
220	11609	8.0
220	11610	8.0
220	11611	8.0
220	11614	8.0
220	11615	8.0
220	11622	8.0
220	11624	8.0
220	11625	8.0
220	11628	8.0
220	11629	8.0
220	11630	8.0
220	11632	8.0
220	11634	8.0
220	11636	8.0
220	11637	8.0
220	11639	8.0
220	11640	8.0
220	11641	8.0
220	11642	8.0
220	11643	8.0
220	11647	8.0
220	11648	8.0
220	11650	8.0
220	11651	8.0
220	11652	8.0
220	11655	8.0
220	11656	8.0
220	11657	8.0
220	11658	8.0
220	11666	8.0
220	11668	8.0
220	11669	8.0
220	11670	8.0
220	11671	8.0
220	11674	8.0
220	11676	8.0
220	11677	8.0
220	11682	8.0
220	11684	8.0
220	11685	8.0
220	11686	8.0
220	11687	8.0
220	11688	8.0
220	11689	8.0
220	11690	8.0
220	11691	8.0
220	11692	8.0
220	11694	8.0
220	11695	8.0
220	11697	8.0
220	11698	8.0
220	11699	8.0
220	11700	8.0
220	11701	8.0
220	11702	8.0
220	11704	8.0
220	11705	8.0
220	11717	8.0
220	11720	8.0
220	11722	8.0
220	11727	8.0
220	11728	8.0
220	11730	8.0
220	11731	8.0
220	11732	8.0
220	11733	8.0
220	11735	8.0
220	11736	8.0
220	11737	8.0
220	11739	8.0
220	11852	2.0
220	11853	3.0
220	11854	3.0
220	11855	5.0
220	11856	5.0
220	11857	4.0
220	11858	3.0
220	11859	5.0
220	11861	4.0
220	11863	3.0
220	11933	2.0
221	11287	5.0
221	11298	5.0
221	11302	4.0
221	11303	5.0
221	11304	2.0
221	11305	2.0
221	11306	5.0
221	11307	2.0
221	11308	3.0
221	11350	3.0
221	11739	8.0
221	11740	8.0
221	11743	8.0
221	11744	8.0
221	11745	8.0
221	11746	8.0
221	11747	8.0
221	11749	8.0
221	11750	8.0
221	11752	8.0
221	11753	8.0
221	11754	8.0
221	11757	8.0
221	11758	8.0
221	11761	8.0
221	11763	8.0
221	11764	8.0
221	11765	8.0
221	11766	8.0
221	11767	8.0
221	11768	8.0
221	11769	8.0
221	11770	8.0
221	11771	8.0
221	11772	8.0
221	11773	8.0
221	11774	8.0
221	11775	8.0
221	11776	8.0
221	11777	8.0
221	11778	8.0
221	11781	8.0
221	11782	8.0
221	11783	8.0
221	11784	8.0
221	11785	8.0
221	11787	8.0
221	11789	8.0
221	11790	8.0
221	11792	8.0
221	11793	8.0
221	11796	8.0
221	11797	8.0
221	11798	8.0
221	11799	8.0
221	11800	8.0
221	11801	8.0
221	11803	8.0
221	11804	8.0
221	11806	8.0
221	11807	8.0
221	11808	8.0
221	11810	8.0
221	11811	8.0
221	11812	8.0
221	11813	8.0
221	11814	8.0
221	11815	8.0
221	11816	8.0
221	11818	8.0
221	11819	8.0
221	11820	8.0
221	11821	8.0
221	11826	8.0
221	11827	8.0
221	11828	8.0
221	11829	8.0
221	11830	8.0
221	11831	8.0
221	11832	8.0
221	11833	8.0
221	11834	8.0
221	11835	8.0
221	11836	8.0
221	11837	8.0
221	11838	8.0
221	11839	8.0
221	11840	8.0
221	11841	8.0
221	11842	8.0
221	11843	8.0
221	11844	8.0
221	11845	8.0
221	11846	8.0
221	11847	8.0
221	11848	8.0
221	11849	8.0
221	11850	8.0
221	11851	8.0
221	11852	5.0
221	11853	2.0
221	11854	4.0
221	11855	2.0
221	11856	5.0
221	11857	4.0
221	11858	4.0
221	11859	2.0
221	11861	5.0
221	11863	3.0
221	11933	5.0
222	11287	3.0
222	11298	4.0
222	11302	2.0
222	11303	5.0
222	11304	3.0
222	11305	4.0
222	11306	3.0
222	11307	5.0
222	11308	2.0
222	11350	4.0
222	11352	8.0
222	11354	8.0
222	11358	8.0
222	11363	8.0
222	11364	8.0
222	11370	8.0
222	11409	8.0
222	11416	8.0
222	11418	8.0
222	11419	8.0
222	11421	8.0
222	11423	8.0
222	11425	8.0
222	11426	8.0
222	11428	8.0
222	11429	8.0
222	11430	8.0
222	11431	8.0
222	11432	8.0
222	11433	8.0
222	11434	8.0
222	11435	8.0
222	11438	8.0
222	11440	8.0
222	11441	8.0
222	11443	8.0
222	11444	8.0
222	11447	8.0
222	11448	8.0
222	11449	8.0
222	11450	8.0
222	11451	8.0
222	11452	8.0
222	11459	8.0
222	11461	8.0
222	11464	8.0
222	11465	8.0
222	11468	8.0
222	11470	8.0
222	11471	8.0
222	11472	8.0
222	11474	8.0
222	11475	8.0
222	11477	8.0
222	11479	8.0
222	11480	8.0
222	11481	8.0
222	11482	8.0
222	11484	8.0
222	11486	8.0
222	11487	8.0
222	11488	8.0
222	11489	8.0
222	11490	8.0
222	11491	8.0
222	11492	8.0
222	11495	8.0
222	11496	8.0
222	11497	8.0
222	11498	8.0
222	11499	8.0
222	11500	8.0
222	11501	8.0
222	11502	8.0
222	11504	8.0
222	11512	8.0
222	11513	8.0
222	11514	8.0
222	11515	8.0
222	11516	8.0
222	11517	8.0
222	11518	8.0
222	11519	8.0
222	11520	8.0
222	11522	8.0
222	11529	8.0
222	11532	8.0
222	11533	8.0
222	11534	8.0
222	11535	8.0
222	11536	8.0
222	11537	8.0
222	11538	8.0
222	11539	8.0
222	11540	8.0
222	11541	8.0
222	11542	8.0
222	11544	8.0
222	11545	8.0
222	11546	8.0
222	11548	8.0
222	11852	4.0
222	11853	2.0
222	11854	5.0
222	11855	3.0
222	11856	5.0
222	11857	4.0
222	11858	2.0
222	11859	2.0
222	11861	2.0
222	11863	4.0
222	11933	3.0
223	11287	3.0
223	11298	3.0
223	11302	3.0
223	11303	2.0
223	11304	5.0
223	11305	5.0
223	11306	5.0
223	11307	2.0
223	11308	5.0
223	11350	4.0
223	11548	8.0
223	11549	8.0
223	11550	8.0
223	11551	8.0
223	11552	8.0
223	11553	8.0
223	11554	8.0
223	11555	8.0
223	11556	8.0
223	11564	8.0
223	11565	8.0
223	11566	8.0
223	11567	8.0
223	11568	8.0
223	11569	8.0
223	11571	8.0
223	11572	8.0
223	11576	8.0
223	11592	8.0
223	11593	8.0
223	11595	8.0
223	11596	8.0
223	11600	8.0
223	11601	8.0
223	11602	8.0
223	11603	8.0
223	11604	8.0
223	11605	8.0
223	11606	8.0
223	11607	8.0
223	11608	8.0
223	11609	8.0
223	11610	8.0
223	11611	8.0
223	11614	8.0
223	11615	8.0
223	11622	8.0
223	11624	8.0
223	11625	8.0
223	11628	8.0
223	11629	8.0
223	11630	8.0
223	11632	8.0
223	11634	8.0
223	11636	8.0
223	11637	8.0
223	11639	8.0
223	11640	8.0
223	11641	8.0
223	11642	8.0
223	11643	8.0
223	11647	8.0
223	11648	8.0
223	11650	8.0
223	11651	8.0
223	11652	8.0
223	11655	8.0
223	11656	8.0
223	11657	8.0
223	11658	8.0
223	11666	8.0
223	11668	8.0
223	11669	8.0
223	11670	8.0
223	11671	8.0
223	11674	8.0
223	11676	8.0
223	11677	8.0
223	11682	8.0
223	11684	8.0
223	11685	8.0
223	11686	8.0
223	11687	8.0
223	11688	8.0
223	11689	8.0
223	11690	8.0
223	11691	8.0
223	11692	8.0
223	11694	8.0
223	11695	8.0
223	11697	8.0
223	11698	8.0
223	11699	8.0
223	11700	8.0
223	11701	8.0
223	11702	8.0
223	11704	8.0
223	11705	8.0
223	11717	8.0
223	11720	8.0
223	11722	8.0
223	11727	8.0
223	11728	8.0
223	11730	8.0
223	11731	8.0
223	11732	8.0
223	11733	8.0
223	11735	8.0
223	11736	8.0
223	11737	8.0
223	11739	8.0
223	11852	5.0
223	11853	5.0
223	11854	2.0
223	11855	3.0
223	11856	2.0
223	11857	3.0
223	11858	5.0
223	11859	5.0
223	11861	3.0
223	11863	3.0
223	11933	3.0
224	11287	2.0
224	11298	5.0
224	11302	3.0
224	11303	2.0
224	11304	4.0
224	11305	5.0
224	11306	5.0
224	11307	5.0
224	11308	3.0
224	11350	5.0
224	11739	8.0
224	11740	8.0
224	11743	8.0
224	11744	8.0
224	11745	8.0
224	11746	8.0
224	11747	8.0
224	11749	8.0
224	11750	8.0
224	11752	8.0
224	11753	8.0
224	11754	8.0
224	11757	8.0
224	11758	8.0
224	11761	8.0
224	11763	8.0
224	11764	8.0
224	11765	8.0
224	11766	8.0
224	11767	8.0
224	11768	8.0
224	11769	8.0
224	11770	8.0
224	11771	8.0
224	11772	8.0
224	11773	8.0
224	11774	8.0
224	11775	8.0
224	11776	8.0
224	11777	8.0
224	11778	8.0
224	11781	8.0
224	11782	8.0
224	11783	8.0
224	11784	8.0
224	11785	8.0
224	11787	8.0
224	11789	8.0
224	11790	8.0
224	11792	8.0
224	11793	8.0
224	11796	8.0
224	11797	8.0
224	11798	8.0
224	11799	8.0
224	11800	8.0
224	11801	8.0
224	11803	8.0
224	11804	8.0
224	11806	8.0
224	11807	8.0
224	11808	8.0
224	11810	8.0
224	11811	8.0
224	11812	8.0
224	11813	8.0
224	11814	8.0
224	11815	8.0
224	11816	8.0
224	11818	8.0
224	11819	8.0
224	11820	8.0
224	11821	8.0
224	11826	8.0
224	11827	8.0
224	11828	8.0
224	11829	8.0
224	11830	8.0
224	11831	8.0
224	11832	8.0
224	11833	8.0
224	11834	8.0
224	11835	8.0
224	11836	8.0
224	11837	8.0
224	11838	8.0
224	11839	8.0
224	11840	8.0
224	11841	8.0
224	11842	8.0
224	11843	8.0
224	11844	8.0
224	11845	8.0
224	11846	8.0
224	11847	8.0
224	11848	8.0
224	11849	8.0
224	11850	8.0
224	11851	8.0
224	11852	4.0
224	11853	5.0
224	11854	4.0
224	11855	2.0
224	11856	3.0
224	11857	5.0
224	11858	5.0
224	11859	4.0
224	11861	5.0
224	11863	4.0
224	11933	4.0
225	11287	3.0
225	11298	5.0
225	11302	4.0
225	11303	3.0
225	11304	4.0
225	11305	5.0
225	11306	5.0
225	11307	2.0
225	11308	3.0
225	11350	3.0
225	11352	8.0
225	11354	8.0
225	11358	8.0
225	11363	8.0
225	11364	8.0
225	11370	8.0
225	11409	8.0
225	11416	8.0
225	11418	8.0
225	11419	8.0
225	11421	8.0
225	11423	8.0
225	11425	8.0
225	11426	8.0
225	11428	8.0
225	11429	8.0
225	11430	8.0
225	11431	8.0
225	11432	8.0
225	11433	8.0
225	11434	8.0
225	11435	8.0
225	11438	8.0
225	11440	8.0
225	11441	8.0
225	11443	8.0
225	11444	8.0
225	11447	8.0
225	11448	8.0
225	11449	8.0
225	11450	8.0
225	11451	8.0
225	11452	8.0
225	11459	8.0
225	11461	8.0
225	11464	8.0
225	11465	8.0
225	11468	8.0
225	11470	8.0
225	11471	8.0
225	11472	8.0
225	11474	8.0
225	11475	8.0
225	11477	8.0
225	11479	8.0
225	11480	8.0
225	11481	8.0
225	11482	8.0
225	11484	8.0
225	11486	8.0
225	11487	8.0
225	11488	8.0
225	11489	8.0
225	11490	8.0
225	11491	8.0
225	11492	8.0
225	11495	8.0
225	11496	8.0
225	11497	8.0
225	11498	8.0
225	11499	8.0
225	11500	8.0
225	11501	8.0
225	11502	8.0
225	11504	8.0
225	11512	8.0
225	11513	8.0
225	11514	8.0
225	11515	8.0
225	11516	8.0
225	11517	8.0
225	11518	8.0
225	11519	8.0
225	11520	8.0
225	11522	8.0
225	11529	8.0
225	11532	8.0
225	11533	8.0
225	11534	8.0
225	11535	8.0
225	11536	8.0
225	11537	8.0
225	11538	8.0
225	11539	8.0
225	11540	8.0
225	11541	8.0
225	11542	8.0
225	11544	8.0
225	11545	8.0
225	11546	8.0
225	11548	8.0
225	11852	5.0
225	11853	3.0
225	11854	2.0
225	11855	3.0
225	11856	4.0
225	11857	5.0
225	11858	2.0
225	11859	2.0
225	11861	5.0
225	11863	5.0
225	11933	2.0
226	11287	4.0
226	11298	4.0
226	11302	3.0
226	11303	2.0
226	11304	4.0
226	11305	3.0
226	11306	5.0
226	11307	4.0
226	11308	2.0
226	11350	2.0
226	11548	8.0
226	11549	8.0
226	11550	8.0
226	11551	8.0
226	11552	8.0
226	11553	8.0
226	11554	8.0
226	11555	8.0
226	11556	8.0
226	11564	8.0
226	11565	8.0
226	11566	8.0
226	11567	8.0
226	11568	8.0
226	11569	8.0
226	11571	8.0
226	11572	8.0
226	11576	8.0
226	11592	8.0
226	11593	8.0
226	11595	8.0
226	11596	8.0
226	11600	8.0
226	11601	8.0
226	11602	8.0
226	11603	8.0
226	11604	8.0
226	11605	8.0
226	11606	8.0
226	11607	8.0
226	11608	8.0
226	11609	8.0
226	11610	8.0
226	11611	8.0
226	11614	8.0
226	11615	8.0
226	11622	8.0
226	11624	8.0
226	11625	8.0
226	11628	8.0
226	11629	8.0
226	11630	8.0
226	11632	8.0
226	11634	8.0
226	11636	8.0
226	11637	8.0
226	11639	8.0
226	11640	8.0
226	11641	8.0
226	11642	8.0
226	11643	8.0
226	11647	8.0
226	11648	8.0
226	11650	8.0
226	11651	8.0
226	11652	8.0
226	11655	8.0
226	11656	8.0
226	11657	8.0
226	11658	8.0
226	11666	8.0
226	11668	8.0
226	11669	8.0
226	11670	8.0
226	11671	8.0
226	11674	8.0
226	11676	8.0
226	11677	8.0
226	11682	8.0
226	11684	8.0
226	11685	8.0
226	11686	8.0
226	11687	8.0
226	11688	8.0
226	11689	8.0
226	11690	8.0
226	11691	8.0
226	11692	8.0
226	11694	8.0
226	11695	8.0
226	11697	8.0
226	11698	8.0
226	11699	8.0
226	11700	8.0
226	11701	8.0
226	11702	8.0
226	11704	8.0
226	11705	8.0
226	11717	8.0
226	11720	8.0
226	11722	8.0
226	11727	8.0
226	11728	8.0
226	11730	8.0
226	11731	8.0
226	11732	8.0
226	11733	8.0
226	11735	8.0
226	11736	8.0
226	11737	8.0
226	11739	8.0
226	11852	3.0
226	11853	5.0
226	11854	4.0
226	11855	5.0
226	11856	5.0
226	11857	4.0
226	11858	5.0
226	11859	2.0
226	11861	5.0
226	11863	2.0
226	11933	5.0
227	11287	5.0
227	11298	4.0
227	11302	4.0
227	11303	4.0
227	11304	3.0
227	11305	4.0
227	11306	5.0
227	11307	5.0
227	11308	4.0
227	11350	4.0
227	11739	8.0
227	11740	8.0
227	11743	8.0
227	11744	8.0
227	11745	8.0
227	11746	8.0
227	11747	8.0
227	11749	8.0
227	11750	8.0
227	11752	8.0
227	11753	8.0
227	11754	8.0
227	11757	8.0
227	11758	8.0
227	11761	8.0
227	11763	8.0
227	11764	8.0
227	11765	8.0
227	11766	8.0
227	11767	8.0
227	11768	8.0
227	11769	8.0
227	11770	8.0
227	11771	8.0
227	11772	8.0
227	11773	8.0
227	11774	8.0
227	11775	8.0
227	11776	8.0
227	11777	8.0
227	11778	8.0
227	11781	8.0
227	11782	8.0
227	11783	8.0
227	11784	8.0
227	11785	8.0
227	11787	8.0
227	11789	8.0
227	11790	8.0
227	11792	8.0
227	11793	8.0
227	11796	8.0
227	11797	8.0
227	11798	8.0
227	11799	8.0
227	11800	8.0
227	11801	8.0
227	11803	8.0
227	11804	8.0
227	11806	8.0
227	11807	8.0
227	11808	8.0
227	11810	8.0
227	11811	8.0
227	11812	8.0
227	11813	8.0
227	11814	8.0
227	11815	8.0
227	11816	8.0
227	11818	8.0
227	11819	8.0
227	11820	8.0
227	11821	8.0
227	11826	8.0
227	11827	8.0
227	11828	8.0
227	11829	8.0
227	11830	8.0
227	11831	8.0
227	11832	8.0
227	11833	8.0
227	11834	8.0
227	11835	8.0
227	11836	8.0
227	11837	8.0
227	11838	8.0
227	11839	8.0
227	11840	8.0
227	11841	8.0
227	11842	8.0
227	11843	8.0
227	11844	8.0
227	11845	8.0
227	11846	8.0
227	11847	8.0
227	11848	8.0
227	11849	8.0
227	11850	8.0
227	11851	8.0
227	11852	5.0
227	11853	4.0
227	11854	4.0
227	11855	4.0
227	11856	2.0
227	11857	3.0
227	11858	3.0
227	11859	2.0
227	11861	4.0
227	11863	5.0
227	11933	3.0
228	11287	2.0
228	11298	2.0
228	11302	4.0
228	11303	4.0
228	11304	4.0
228	11305	3.0
228	11306	4.0
228	11307	2.0
228	11308	3.0
228	11350	2.0
228	11352	8.0
228	11354	8.0
228	11358	8.0
228	11363	8.0
228	11364	8.0
228	11370	8.0
228	11409	8.0
228	11416	8.0
228	11418	8.0
228	11419	8.0
228	11421	8.0
228	11423	8.0
228	11425	8.0
228	11426	8.0
228	11428	8.0
228	11429	8.0
228	11430	8.0
228	11431	8.0
228	11432	8.0
228	11433	8.0
228	11434	8.0
228	11435	8.0
228	11438	8.0
228	11440	8.0
228	11441	8.0
228	11443	8.0
228	11444	8.0
228	11447	8.0
228	11448	8.0
228	11449	8.0
228	11450	8.0
228	11451	8.0
228	11452	8.0
228	11459	8.0
228	11461	8.0
228	11464	8.0
228	11465	8.0
228	11468	8.0
228	11470	8.0
228	11471	8.0
228	11472	8.0
228	11474	8.0
228	11475	8.0
228	11477	8.0
228	11479	8.0
228	11480	8.0
228	11481	8.0
228	11482	8.0
228	11484	8.0
228	11486	8.0
228	11487	8.0
228	11488	8.0
228	11489	8.0
228	11490	8.0
228	11491	8.0
228	11492	8.0
228	11495	8.0
228	11496	8.0
228	11497	8.0
228	11498	8.0
228	11499	8.0
228	11500	8.0
228	11501	8.0
228	11502	8.0
228	11504	8.0
228	11512	8.0
228	11513	8.0
228	11514	8.0
228	11515	8.0
228	11516	8.0
228	11517	8.0
228	11518	8.0
228	11519	8.0
228	11520	8.0
228	11522	8.0
228	11529	8.0
228	11532	8.0
228	11533	8.0
228	11534	8.0
228	11535	8.0
228	11536	8.0
228	11537	8.0
228	11538	8.0
228	11539	8.0
228	11540	8.0
228	11541	8.0
228	11542	8.0
228	11544	8.0
228	11545	8.0
228	11546	8.0
228	11548	8.0
228	11852	2.0
228	11853	5.0
228	11854	2.0
228	11855	4.0
228	11856	2.0
228	11857	4.0
228	11858	4.0
228	11859	2.0
228	11861	4.0
228	11863	2.0
228	11933	5.0
229	11287	3.0
229	11298	4.0
229	11302	3.0
229	11303	2.0
229	11304	5.0
229	11305	2.0
229	11306	4.0
229	11307	3.0
229	11308	3.0
229	11350	5.0
229	11548	8.0
229	11549	8.0
229	11550	8.0
229	11551	8.0
229	11552	8.0
229	11553	8.0
229	11554	8.0
229	11555	8.0
229	11556	8.0
229	11564	8.0
229	11565	8.0
229	11566	8.0
229	11567	8.0
229	11568	8.0
229	11569	8.0
229	11571	8.0
229	11572	8.0
229	11576	8.0
229	11592	8.0
229	11593	8.0
229	11595	8.0
229	11596	8.0
229	11600	8.0
229	11601	8.0
229	11602	8.0
229	11603	8.0
229	11604	8.0
229	11605	8.0
229	11606	8.0
229	11607	8.0
229	11608	8.0
229	11609	8.0
229	11610	8.0
229	11611	8.0
229	11614	8.0
229	11615	8.0
229	11622	8.0
229	11624	8.0
229	11625	8.0
229	11628	8.0
229	11629	8.0
229	11630	8.0
229	11632	8.0
229	11634	8.0
229	11636	8.0
229	11637	8.0
229	11639	8.0
229	11640	8.0
229	11641	8.0
229	11642	8.0
229	11643	8.0
229	11647	8.0
229	11648	8.0
229	11650	8.0
229	11651	8.0
229	11652	8.0
229	11655	8.0
229	11656	8.0
229	11657	8.0
229	11658	8.0
229	11666	8.0
229	11668	8.0
229	11669	8.0
229	11670	8.0
229	11671	8.0
229	11674	8.0
229	11676	8.0
229	11677	8.0
229	11682	8.0
229	11684	8.0
229	11685	8.0
229	11686	8.0
229	11687	8.0
229	11688	8.0
229	11689	8.0
229	11690	8.0
229	11691	8.0
229	11692	8.0
229	11694	8.0
229	11695	8.0
229	11697	8.0
229	11698	8.0
229	11699	8.0
229	11700	8.0
229	11701	8.0
229	11702	8.0
229	11704	8.0
229	11705	8.0
229	11717	8.0
229	11720	8.0
229	11722	8.0
229	11727	8.0
229	11728	8.0
229	11730	8.0
229	11731	8.0
229	11732	8.0
229	11733	8.0
229	11735	8.0
229	11736	8.0
229	11737	8.0
229	11739	8.0
229	11852	2.0
229	11853	3.0
229	11854	4.0
229	11855	5.0
229	11856	4.0
229	11857	2.0
229	11858	5.0
229	11859	5.0
229	11861	3.0
229	11863	2.0
229	11933	4.0
230	11287	3.0
230	11298	4.0
230	11302	5.0
230	11303	5.0
230	11304	3.0
230	11305	2.0
230	11306	2.0
230	11307	4.0
230	11308	4.0
230	11350	5.0
230	11739	8.0
230	11740	8.0
230	11743	8.0
230	11744	8.0
230	11745	8.0
230	11746	8.0
230	11747	8.0
230	11749	8.0
230	11750	8.0
230	11752	8.0
230	11753	8.0
230	11754	8.0
230	11757	8.0
230	11758	8.0
230	11761	8.0
230	11763	8.0
230	11764	8.0
230	11765	8.0
230	11766	8.0
230	11767	8.0
230	11768	8.0
230	11769	8.0
230	11770	8.0
230	11771	8.0
230	11772	8.0
230	11773	8.0
230	11774	8.0
230	11775	8.0
230	11776	8.0
230	11777	8.0
230	11778	8.0
230	11781	8.0
230	11782	8.0
230	11783	8.0
